Area,Area_Encontrada,ID
A007,8,2673
A007,8,2675
A007,8,2677
A007,8,2681
A007,8,2689
A007,8,2690
A007,8,2694
A007,8,2696
A007,8,2698
A007,8,2700
A007,8,2704
A007,8,2705
A007,8,2711
A007,8,2721
A006,8,2967
A006,8,2973
A006,8,3004
A029,9,342
A028,9,424
A028,9,451
A028,9,455
A028,9,486
A028,9,497
A028,9,526
A026,9,636
A026,9,663
A026,9,688
A026,9,714
A026,9,722
A024,9,906
A024,9,923
A024,9,927
A024,9,935
A024,9,961
A024,9,973
A015,9,1741
A015,9,1752
A015,9,1756
A015,9,1759
A015,9,1806
A015,9,1823
A012,9,2153
A011,9,2239
A011,9,2249
A011,9,2256
A011,9,2264
A011,9,2269
A011,9,2275
A011,9,2292
A011,9,2294
A010,9,2337
A010,9,2341
A010,9,2420
A009,9,2432
A009,9,2435
A009,9,2439
A009,9,2443
A009,9,2449
A009,9,2461
A009,9,2463
A009,9,2470
A009,9,2473
A009,9,2484
A009,9,2488
A009,9,2491
A009,9,2501
A009,9,2505
A009,9,2508
A009,9,2512
A009,9,2518
A008,9,2549
A008,9,2565
A008,9,2603
A008,9,2612
A033Front,9,2799
A006,9,2972
A006,9,2974
A028,10,500
A028,10,532
A012,10,2140
A012,10,2150
A012,10,2154
A012,10,2162
A012,10,2168
A012,10,2178
A012,10,2179
A012,10,2183
A012,10,2185
A012,10,2188
A012,10,2189
A012,10,2191
A012,10,2192
A012,10,2203
A012,10,2204
A012,10,2221
A011,10,2228
A011,10,2230
A011,10,2231
A011,10,2234
A011,10,2235
A011,10,2241
A011,10,2242
A011,10,2244
A011,10,2245
A011,10,2248
A011,10,2250
A011,10,2254
A011,10,2255
A011,10,2257
A011,10,2258
A011,10,2259
A011,10,2262
A011,10,2263
A011,10,2265
A011,10,2268
A011,10,2271
A011,10,2273
A011,10,2274
A011,10,2277
A011,10,2279
A011,10,2281
A011,10,2282
A011,10,2283
A011,10,2284
A011,10,2285
A011,10,2286
A011,10,2289
A011,10,2291
A011,10,2293
A011,10,2295
A011,10,2296
A011,10,2299
A011,10,2300
A011,10,2302
A011,10,2303
A011,10,2307
A011,10,2308
A011,10,2310
A011,10,2311
A011,10,2312
A011,10,2313
A011,10,2315
A011,10,2316
A010,10,2367
A010,10,2376
A010,10,2409
A009,10,2429
A009,10,2450
A009,10,2456
A009,10,2468
A009,10,2469
A009,10,2472
A009,10,2477
A009,10,2481
A009,10,2513
A009,10,2521
A008,10,2530
A008,10,2606
A007,10,2708
A003,10,3236
A003,10,3237
A003,10,3254
A003,10,3255
A003,10,3302
A003,10,3310
A002,10,3329
A002,10,3330
A002,10,3396
A001,10,3439
A029,11,356
A029,11,385
A028,11,440
A028,11,470
A028,11,476
A028,11,479
A028,11,490
A028,11,501
A028,11,505
A027,11,617
A026,11,708
A026,11,742
A024,11,898
A015,11,1773
A012,11,2156
A012,11,2160
A012,11,2184
A012,11,2214
A011,11,2229
A011,11,2233
A011,11,2236
A011,11,2243
A011,11,2247
A011,11,2260
A011,11,2278
A010,11,2349
A010,11,2374
A010,11,2381
A003,11,3269
A003,11,3294
A003,11,3295
A002,11,3338
A028,12,419
A028,12,453
A028,12,454
A028,12,456
A028,12,463
A028,12,464
A028,12,475
A028,12,511
A027,12,556
A026,12,631
A026,12,677
A026,12,686
A026,12,719
A026,12,728
A026,12,729
A026,12,739
A024,12,952
A022,12,1182
A022,12,1192
A015,12,1730
A015,12,1732
A015,12,1738
A015,12,1751
A015,12,1754
A015,12,1762
A015,12,1765
A015,12,1782
A015,12,1790
A015,12,1793
A015,12,1798
A015,12,1821
A015,12,1822
A012,12,2141
A012,12,2143
A012,12,2144
A012,12,2145
A012,12,2148
A012,12,2152
A012,12,2155
A012,12,2157
A012,12,2164
A012,12,2170
A012,12,2174
A012,12,2176
A012,12,2177
A012,12,2180
A012,12,2181
A012,12,2182
A012,12,2186
A012,12,2187
A012,12,2194
A012,12,2198
A012,12,2199
A012,12,2202
A012,12,2205
A012,12,2206
A012,12,2211
A012,12,2212
A012,12,2217
A012,12,2222
A012,12,2223
A011,12,2227
A011,12,2232
A011,12,2238
A011,12,2251
A011,12,2280
A011,12,2287
A011,12,2288
A011,12,2298
A011,12,2305
A010,12,2318
A010,12,2319
A010,12,2325
A010,12,2327
A010,12,2328
A010,12,2329
A010,12,2331
A010,12,2333
A010,12,2335
A010,12,2336
A010,12,2338
A010,12,2339
A010,12,2342
A010,12,2344
A010,12,2346
A010,12,2350
A010,12,2353
A010,12,2355
A010,12,2357
A010,12,2360
A010,12,2361
A010,12,2363
A010,12,2368
A010,12,2369
A010,12,2370
A010,12,2372
A010,12,2380
A010,12,2382
A010,12,2383
A010,12,2387
A010,12,2388
A010,12,2390
A010,12,2394
A010,12,2401
A010,12,2403
A010,12,2405
A010,12,2407
A010,12,2410
A010,12,2413
A010,12,2415
A010,12,2418
A010,12,2421
A010,12,2422
A010,12,2423
A009,12,2426
A009,12,2427
A009,12,2431
A009,12,2445
A009,12,2455
A009,12,2506
A009,12,2516
A022,13,1090
A022,13,1114
A022,13,1128
A022,13,1156
A022,13,1164
A022,13,1175
A022,13,1184
A022,13,1186
A022,13,1191
A021,13,1236
A021,13,1242
A021,13,1286
A020,13,1292
A020,13,1302
A020,13,1303
A020,13,1313
A020,13,1314
A020,13,1323
A020,13,1330
A020,13,1332
A020,13,1341
A020,13,1342
A020,13,1352
A020,13,1353
A020,13,1374
A020,13,1375
A020,13,1388
A020,13,1398
A019,13,1446
A019,13,1455
A018,13,1519
A018,13,1532
A018,13,1539
A018,13,1572
A018,13,1574
A018,13,1579
A018,13,1590
A018,13,1596
A018,13,1599
A018,13,1600
A018,13,1607
A015,13,1740
A015,13,1776
A015,13,1778
A015,13,1796
A015,13,1816
A015,13,1817
A015,13,1828
A015,13,1829
A014,13,1832
A014,13,1834
A014,13,1837
A014,13,1840
A014,13,1841
A014,13,1843
A014,13,1853
A014,13,1854
A014,13,1855
A014,13,1857
A014,13,1858
A014,13,1861
A014,13,1864
A014,13,1869
A014,13,1870
A014,13,1873
A014,13,1874
A014,13,1879
A014,13,1881
A014,13,1882
A014,13,1884
A014,13,1887
A014,13,1888
A014,13,1890
A014,13,1894
A014,13,1897
A014,13,1899
A014,13,1900
A014,13,1901
A014,13,1906
A014,13,1908
A014,13,1914
A014,13,1915
A014,13,1918
A013,13,1930
A013,13,1941
A013,13,1942
A013,13,1959
A013,13,1961
A013,13,1966
A013,13,1969
A013,13,1970
A013,13,1977
A013,13,1986
A013,13,1995
A013,13,2001
A013,13,2003
A013,13,2005
A013,13,2011
A013,13,2012
A013,13,2013
A013,13,2030
A013,13,2034
A016,13,2054
A016,13,2085
A007,13,2621
A007,13,2628
A007,13,2629
A007,13,2645
A007,13,2653
A007,13,2671
A007,13,2682
A007,13,2692
A007,13,2701
A007,13,2702
A007,13,2714
A007,13,2715
A006,13,2941
A006,13,2957
A006,13,2964
A006,13,2979
A006,13,2988
A006,13,3010
A005,13,3109
A004,13,3223
A025,14,766
A022,14,1103
A022,14,1133
A021,14,1275
A020,14,1296
A020,14,1308
A020,14,1328
A020,14,1334
A020,14,1335
A020,14,1339
A020,14,1355
A020,14,1359
A020,14,1360
A020,14,1377
A020,14,1393
A019,14,1410
A019,14,1448
A019,14,1464
A019,14,1467
A018,14,1514
A018,14,1525
A018,14,1533
A018,14,1536
A018,14,1562
A018,14,1577
A018,14,1583
A018,14,1591
A018,14,1597
A018,14,1601
A018,14,1608
A017,14,1617
A017,14,1627
A017,14,1661
A017,14,1676
A014,14,1830
A014,14,1835
A014,14,1845
A014,14,1848
A014,14,1862
A014,14,1865
A014,14,1868
A014,14,1875
A014,14,1880
A014,14,1883
A014,14,1886
A014,14,1893
A014,14,1902
A014,14,1917
A013,14,1920
A013,14,1921
A013,14,1924
A013,14,1927
A013,14,1929
A013,14,1932
A013,14,1933
A013,14,1936
A013,14,1940
A013,14,1943
A013,14,1944
A013,14,1948
A013,14,1952
A013,14,1960
A013,14,1971
A013,14,1975
A013,14,1979
A013,14,1983
A013,14,1987
A013,14,1991
A013,14,1992
A013,14,1996
A013,14,2002
A013,14,2004
A013,14,2010
A013,14,2022
A013,14,2031
A013,14,2035
A016,14,2049
A016,14,2057
A016,14,2061
A016,14,2067
A016,14,2074
A016,14,2078
A016,14,2082
A016,14,2086
A016,14,2090
A016,14,2098
A016,14,2104
A016,14,2113
A016,14,2117
A016,14,2123
A016,14,2129
A016,14,2132
A016,14,2134
A016,14,2139
A010,14,2417
A008,14,2535
A008,14,2541
A008,14,2544
A008,14,2588
A008,14,2592
A008,14,2598
A007,14,2622
A007,14,2625
A007,14,2626
A007,14,2630
A007,14,2650
A007,14,2666
A007,14,2669
A007,14,2676
A007,14,2695
A007,14,2703
A007,14,2706
A007,14,2713
A007,14,2717
A033Front,14,2742
A033Parking,14,2851
A033Parking,14,2855
A033Parking,14,2937
A006,14,2945
A006,14,2948
A006,14,2950
A006,14,2961
A006,14,2963
A006,14,2966
A006,14,2968
A006,14,2975
A006,14,2983
A006,14,2984
A006,14,2989
A006,14,2990
A006,14,2992
A006,14,2996
A006,14,3000
A006,14,3002
A006,14,3005
A006,14,3006
A006,14,3014
A006,14,3016
A006,14,3020
A006,14,3023
A006,14,3024
A005,14,3029
A005,14,3033
A005,14,3034
A005,14,3036
A005,14,3037
A005,14,3043
A005,14,3044
A005,14,3054
A005,14,3055
A005,14,3066
A005,14,3071
A005,14,3072
A005,14,3075
A005,14,3076
A005,14,3086
A005,14,3087
A005,14,3098
A005,14,3099
A005,14,3111
A005,14,3120
A005,14,3129
A004,14,3141
A004,14,3147
A004,14,3148
A004,14,3151
A004,14,3154
A004,14,3155
A004,14,3158
A004,14,3164
A004,14,3172
A004,14,3174
A004,14,3175
A004,14,3178
A004,14,3182
A004,14,3183
A004,14,3187
A004,14,3188
A004,14,3194
A004,14,3196
A004,14,3197
A004,14,3203
A004,14,3204
A004,14,3209
A004,14,3213
A004,14,3214
A004,14,3222
A026,15,646
A026,15,675
A026,15,681
A026,15,730
A025,15,759
A025,15,774
A024,15,881
A024,15,887
A024,15,889
A024,15,891
A022,15,1099
A022,15,1116
A022,15,1124
A022,15,1125
A022,15,1154
A022,15,1158
A022,15,1162
A022,15,1166
A022,15,1170
A022,15,1173
A022,15,1180
A022,15,1194
A018,15,1521
A015,15,1770
A015,15,1777
A015,15,1780
A015,15,1788
A015,15,1792
A015,15,1795
A015,15,1812
A014,15,1833
A014,15,1842
A014,15,1850
A014,15,1852
A014,15,1856
A014,15,1871
A014,15,1878
A014,15,1889
A014,15,1905
A014,15,1907
A014,15,1913
A013,15,2015
A010,15,2322
A010,15,2330
A010,15,2334
A010,15,2352
A010,15,2378
A010,15,2385
A010,15,2389
A010,15,2393
A010,15,2397
A010,15,2399
A010,15,2402
A010,15,2424
A009,15,2480
A009,15,2497
A008,15,2552
A008,15,2561
A008,15,2576
A008,15,2601
A008,15,2615
A007,15,2633
A007,15,2646
A006,15,2944
A022,16,1118
A022,16,1169
A021,16,1209
A020,16,1395
A019,16,1408
A019,16,1472
A019,16,1482
A019,16,1503
A018,16,1506
A018,16,1509
A018,16,1512
A018,16,1530
A018,16,1541
A018,16,1547
A018,16,1551
A018,16,1552
A018,16,1555
A018,16,1564
A018,16,1568
A018,16,1571
A018,16,1581
A018,16,1588
A018,16,1589
A018,16,1592
A018,16,1595
A018,16,1598
A018,16,1606
A018,16,1614
A017,16,1626
A017,16,1632
A017,16,1633
A017,16,1645
A017,16,1654
A017,16,1657
A017,16,1665
A017,16,1666
A017,16,1675
A017,16,1682
A017,16,1690
A017,16,1697
A017,16,1710
A017,16,1721
A015,16,1722
A014,16,1831
A014,16,1863
A014,16,1872
A013,16,1922
A013,16,1923
A013,16,1925
A013,16,1928
A013,16,1931
A013,16,1934
A013,16,1935
A013,16,1937
A013,16,1938
A013,16,1939
A013,16,1945
A013,16,1947
A013,16,1950
A013,16,1955
A013,16,1957
A013,16,1962
A013,16,1963
A013,16,1972
A013,16,1974
A013,16,1978
A013,16,1981
A013,16,1982
A013,16,1984
A013,16,1985
A013,16,1988
A013,16,1993
A013,16,1994
A013,16,1998
A013,16,2008
A013,16,2009
A013,16,2014
A013,16,2016
A013,16,2018
A013,16,2020
A013,16,2021
A013,16,2023
A013,16,2024
A013,16,2028
A013,16,2029
A013,16,2032
A013,16,2033
A013,16,2036
A013,16,2038
A016,16,2039
A016,16,2040
A016,16,2047
A016,16,2048
A016,16,2055
A016,16,2058
A016,16,2062
A016,16,2063
A016,16,2065
A016,16,2069
A016,16,2071
A016,16,2073
A016,16,2079
A016,16,2080
A016,16,2081
A016,16,2083
A016,16,2084
A016,16,2087
A016,16,2088
A016,16,2096
A016,16,2097
A016,16,2102
A016,16,2103
A016,16,2107
A016,16,2109
A016,16,2111
A016,16,2112
A016,16,2114
A016,16,2115
A016,16,2118
A016,16,2120
A016,16,2121
A016,16,2124
A016,16,2127
A016,16,2128
A016,16,2131
A016,16,2133
A016,16,2135
A016,16,2137
A016,16,2138
A010,16,2414
A006,16,2970
A005,16,3031
A005,16,3032
A005,16,3041
A005,16,3073
A005,16,3081
A005,16,3085
A005,16,3093
A005,16,3096
A005,16,3115
A005,16,3118
A005,16,3119
A004,16,3153
A004,16,3190
A004,16,3193
A004,16,3195
A004,16,3201
A004,16,3229
A031,17,111
A031,17,118
A031,17,130
A031,17,131
A031,17,132
A031,17,138
A031,17,147
A031,17,155
A031,17,163
A031,17,176
A031,17,184
A031,17,192
A031,17,205
A030,17,226
A030,17,227
A030,17,228
A030,17,230
A030,17,235
A030,17,236
A030,17,238
A030,17,240
A030,17,242
A030,17,244
A030,17,245
A030,17,256
A030,17,259
A030,17,260
A030,17,261
A030,17,262
A030,17,268
A030,17,270
A030,17,273
A030,17,275
A030,17,277
A030,17,278
A030,17,279
A030,17,283
A030,17,284
A030,17,296
A030,17,297
A030,17,300
A030,17,302
A025,17,819
A021,17,1216
A021,17,1237
A021,17,1239
A020,17,1295
A019,17,1409
A019,17,1447
A019,17,1451
A019,17,1458
A019,17,1479
A019,17,1481
A018,17,1549
A018,17,1557
A018,17,1559
A018,17,1565
A018,17,1567
A017,17,1616
A017,17,1618
A017,17,1621
A017,17,1623
A017,17,1625
A017,17,1629
A017,17,1635
A017,17,1636
A017,17,1637
A017,17,1640
A017,17,1641
A017,17,1646
A017,17,1647
A017,17,1648
A017,17,1650
A017,17,1651
A017,17,1655
A017,17,1659
A017,17,1660
A017,17,1663
A017,17,1670
A017,17,1671
A017,17,1673
A017,17,1677
A017,17,1678
A017,17,1679
A017,17,1681
A017,17,1684
A017,17,1685
A017,17,1686
A017,17,1688
A017,17,1692
A017,17,1693
A017,17,1694
A017,17,1696
A017,17,1699
A017,17,1700
A017,17,1703
A017,17,1705
A017,17,1706
A017,17,1707
A017,17,1709
A017,17,1711
A017,17,1713
A017,17,1714
A017,17,1715
A017,17,1717
A017,17,1718
A017,17,1720
A016,17,2043
A016,17,2046
A016,17,2050
A016,17,2052
A016,17,2060
A016,17,2068
A016,17,2077
A016,17,2089
A016,17,2091
A016,17,2092
A016,17,2093
A016,17,2099
A016,17,2105
A016,17,2108
A016,17,2116
A016,17,2130
A033Front,17,2785
A033Front,17,2801
A033Front,17,2802
A033Front,17,2834
A031,18,159
A030,18,287
A025,18,772
A023,18,975
A023,18,977
A023,18,985
A023,18,986
A023,18,1000
A023,18,1001
A023,18,1011
A023,18,1019
A023,18,1021
A023,18,1023
A023,18,1027
A023,18,1031
A023,18,1035
A023,18,1059
A022,18,1082
A022,18,1102
A022,18,1150
A022,18,1172
A022,18,1185
A021,18,1218
A021,18,1232
A020,18,1321
A020,18,1397
A019,18,1485
A018,18,1611
A017,18,1615
A015,18,1786
A031,19,140
A030,19,221
A030,19,234
A030,19,248
A030,19,252
A030,19,265
A030,19,272
A030,19,288
A030,19,293
A023,19,1013
A023,19,1073
A023,19,1075
A023,19,1079
A023,19,1080
A022,19,1100
